product_desc,category,division,department,qty,true_revenue,total_cost,total_profit,record_count,profit_per_unit,profit_margin_pct,qty_benchmark_median,profit_per_unit_benchmark_median,popularity_index,margin_index,quadrant,recommended_action,profit_contribution_pct,qty_share_pct,revenue_share_pct
ORIGINAL YOGHURT MEDIUM,FOOD,SMALL,Toters,122.5,44613.76,12359.17,32254.59,1,263.3,72.3,400.5,156.68,0.31,1.68,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.01,0.0,0.01
ORIGINAL YOGHURT MEDIUM,FOOD,MEDIUM,TAKE AWAY,126.5,45000.63,12762.73,32237.9,2,254.85,71.64,400.5,156.68,0.32,1.63,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.01,0.0,0.01
ADD HAZELNUT LARGE,BEVERAGES,COLD BAR SECTION,TAKE AWAY,1503.0,48432.94,16276.75,32156.19,29,21.39,66.39,400.5,156.68,3.75,0.14,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.01,0.02,0.01
WHITE MOCHA FRAPP LARGE,BEVERAGES,MEDIUM,TAKE AWAY,142.0,40947.45,9501.54,31445.91,3,221.45,76.8,400.5,156.68,0.35,1.41,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.01,0.0,0.0
MANGO YOGHURT X-LARGE,FOOD,FROZEN YOGHURT,TAKE AWAY,95.5,44016.03,13219.99,30796.04,23,322.47,69.97,400.5,156.68,0.24,2.06,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.01,0.0,0.01
REPLACE COCONUT LARGE,BEVERAGES,MEDIUM,TAKE AWAY,603.0,65599.29,34825.88,30773.41,2,51.03,46.91,400.5,156.68,1.51,0.33,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.01,0.01,0.01
PISTACHIO CRUNCH,FOOD,MEDIUM,TAKE AWAY,1072.0,111587.47,81002.83,30584.64,2,28.53,27.41,400.5,156.68,2.68,0.18,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.01,0.02,0.01
ADD CARAMEL SMALL,BEVERAGES,MEDIUM,TAKE AWAY,1666.0,38572.08,8678.19,29893.89,1,17.94,77.5,400.5,156.68,4.16,0.11,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.0,0.03,0.0
REPLACE SUGAR FREE ALMOND MEDIUM,BEVERAGES,SMALL,TABLE,328.0,41602.64,12133.81,29468.83,2,89.84,70.83,400.5,156.68,0.82,0.57,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.01,0.0
LOTUS SPREAD YOGHURT SMALL,FOOD,FROZEN YOGHURT,TAKE AWAY,158.0,37764.28,8388.66,29375.62,14,185.92,77.79,400.5,156.68,0.39,1.19,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
POMEGRANATE YOGHURT COMBO MEDIUM,FOOD,MEDIUM,TAKE AWAY,94.0,37605.0,8413.24,29191.76,2,310.55,77.63,400.5,156.68,0.23,1.98,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
ADD MOCHA MEDIUM,BEVERAGES,COLD BAR SECTION,TAKE AWAY,1623.0,52983.64,24082.35,28901.29,30,17.81,54.55,400.5,156.68,4.05,0.11,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.0,0.02,0.01
ICED SALTED CARAMEL LATTE SMALL,BEVERAGES,MEDIUM,TAKE AWAY,164.0,35128.58,6503.49,28625.09,3,174.54,81.49,400.5,156.68,0.41,1.11,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
TIRAMISU - JAR,FOOD,HEALTHY SECTION,TAKE AWAY,77.0,46200.0,17596.3,28603.7,2,371.48,61.91,400.5,156.68,0.19,2.37,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.01
LOTUS SPREAD YOGHURT COMBO MEDIUM,FOOD,MEDIUM,TAKE AWAY,82.5,33944.44,5736.83,28207.61,1,341.91,83.1,400.5,156.68,0.21,2.18,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
WHITE MOCHA CREAM FRAPP MEDIUM,BEVERAGES,SMALL,TABLE,139.0,36018.01,7942.61,28075.4,2,201.98,77.95,400.5,156.68,0.35,1.29,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
ICED MOCHA LARGE,BEVERAGES,MEDIUM,TAKE AWAY,117.0,35250.93,7372.03,27878.9,3,238.28,79.09,400.5,156.68,0.29,1.52,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
LOTUS YOGHURT SMALL,FOOD,SMALL,Toters,121.0,39557.31,11679.72,27877.59,1,230.39,70.47,400.5,156.68,0.3,1.47,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
WHITE MOCHA CREAM FRAPP SMALL,BEVERAGES,MEDIUM,TAKE AWAY,169.0,34968.47,7228.5,27739.97,3,164.14,79.33,400.5,156.68,0.42,1.05,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
ICED TOFFEE NUT LATTE MEDIUM,BEVERAGES,MEDIUM,TAKE AWAY,133.0,36265.11,8859.6,27405.51,3,206.06,75.57,400.5,156.68,0.33,1.32,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
LATTE LARGE,BEVERAGES,LARGE,TAKE AWAY,130.0,35975.97,8670.01,27305.96,1,210.05,75.9,400.5,156.68,0.32,1.34,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
CARAMEL CREAM FRAPP LARGE,BEVERAGES,MEDIUM,TAKE AWAY,111.0,34339.22,7122.62,27216.6,1,245.19,79.26,400.5,156.68,0.28,1.56,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
BUTTER CHICKEN,FOOD,PLAT DE JOUR,TAKE AWAY,129.0,81351.35,54180.0,27171.35,8,210.63,33.4,400.5,156.68,0.32,1.34,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.01
CHOCOLATE CHIPS,FOOD,MEDIUM,TAKE AWAY,437.0,30951.71,3898.12,27053.59,2,61.91,87.41,400.5,156.68,1.09,0.4,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.0,0.01,0.0
REPLACE ALMOND LARGE,BEVERAGES,MEDIUM,TAKE AWAY,285.0,42825.88,15942.18,26883.7,2,94.33,62.77,400.5,156.68,0.71,0.6,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.01
REPLACE 2 SHOT YIRGACHEFFE,BEVERAGES,SMALL,TABLE,431.0,28244.43,1620.12,26624.31,2,61.77,94.26,400.5,156.68,1.08,0.39,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.0,0.01,0.0
MARGHERITA PIZZA,FOOD,PIZZA,TAKE AWAY,77.0,35933.34,9374.25,26559.09,1,344.92,73.91,400.5,156.68,0.19,2.2,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
OREO CREAM YOGHURT COMBO X-LARGE,FOOD,FROZEN YOGHURT,TAKE AWAY,74.0,38521.94,11989.3,26532.64,10,358.55,68.88,400.5,156.68,0.18,2.29,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
VANILLA FRAP SMALL,BEVERAGES,SMALL,TABLE,159.0,34948.07,8429.71,26518.36,2,166.78,75.88,400.5,156.68,0.4,1.06,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
MATCHA CREAM FRAPP LARGE,BEVERAGES,MEDIUM,TAKE AWAY,124.0,35790.39,9362.53,26427.86,2,213.13,73.84,400.5,156.68,0.31,1.36,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
WHITE MOCHA FRAPP SMALL,BEVERAGES,SMALL,TABLE,163.0,34102.61,8492.96,25609.65,2,157.11,75.1,400.5,156.68,0.41,1.0,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
BLUEBERRY YOGHURT SMALL,FOOD,MEDIUM,TAKE AWAY,104.5,32307.26,6749.92,25557.34,2,244.57,79.11,400.5,156.68,0.26,1.56,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
FREEKEH WITH CHICKEN,FOOD,PLAT DE JOUR,TAKE AWAY,84.0,53162.15,27716.36,25445.79,8,302.93,47.86,400.5,156.68,0.21,1.93,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.01
STRAWBERRY,FOOD,SMALL,Toters,401.0,31158.74,5819.58,25339.16,1,63.19,81.32,400.5,156.68,1.0,0.4,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.0,0.01,0.0
ESPRESSO FRAPP LARGE,BEVERAGES,MEDIUM,TAKE AWAY,142.0,34431.23,9844.68,24586.55,1,173.14,71.41,400.5,156.68,0.35,1.11,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
REPLACE SUGAR FREE SOYA LARGE,BEVERAGES,COLD BAR SECTION,TAKE AWAY,218.0,34788.45,10243.26,24545.19,19,112.59,70.56,400.5,156.68,0.54,0.72,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
ALMOND CROISSANT - HEALTHY,FOOD,HEALTHY SECTION,TAKE AWAY,58.0,30066.67,5537.07,24529.6,2,422.92,81.58,400.5,156.68,0.14,2.7,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
HOT DOUBLE SHOT TOFFEE NUT SMALL,BEVERAGES,HOT BAR SECTION,TAKE AWAY,171.0,34677.58,10264.61,24412.97,25,142.77,70.4,400.5,156.68,0.43,0.91,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
CHOCOLATE YOGHURT COMBO X-LARGE,FOOD,MEDIUM,TAKE AWAY,55.5,31130.36,6776.79,24353.57,1,438.8,78.23,400.5,156.68,0.14,2.8,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
POMEGRANATE YOGHURT MEDIUM,FOOD,FROZEN YOGHURT,TAKE AWAY,99.5,33098.05,8905.51,24192.54,16,243.14,73.09,400.5,156.68,0.25,1.55,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
MANGO YOGHURT MEDIUM,FOOD,SMALL,Toters,87.5,31472.72,7479.16,23993.56,1,274.21,76.24,400.5,156.68,0.22,1.75,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
SIGNATURE ICED CHOCOLATE MEDIUM,BEVERAGES,MEDIUM,TAKE AWAY,126.0,34837.96,11001.78,23836.18,3,189.18,68.42,400.5,156.68,0.31,1.21,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
TOFFEENUT FRAP MEDIUM,BEVERAGES,MEDIUM,TAKE AWAY,112.0,31859.64,8391.24,23468.4,3,209.54,73.66,400.5,156.68,0.28,1.34,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
MATCHA CREAM FRAPP LARGE,BEVERAGES,SMALL,TABLE,109.0,31601.5,8229.97,23371.53,2,214.42,73.96,400.5,156.68,0.27,1.37,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
LASAGNA,FOOD,PLAT DE JOUR,TAKE AWAY,126.0,79459.47,56385.0,23074.47,7,183.13,29.04,400.5,156.68,0.31,1.17,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.01
TOFFEENUT FRAP LARGE,BEVERAGES,COLD BAR SECTION,TAKE AWAY,93.0,30372.05,7645.57,22726.48,19,244.37,74.83,400.5,156.68,0.23,1.56,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
CHOCOLATE CREAM FRAPP LARGE,BEVERAGES,MEDIUM,TAKE AWAY,106.0,30020.42,7540.15,22480.27,1,212.08,74.88,400.5,156.68,0.26,1.35,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
STRAWBERRY,FOOD,YOGHURT COMBO SMALL,TAKE AWAY,376.0,27909.91,5456.76,22453.15,1,59.72,80.45,400.5,156.68,0.94,0.38,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.01,0.0
OREO CREAM YOGHURT COMBO SMALL,FOOD,MEDIUM,TAKE AWAY,85.0,28683.33,6468.82,22214.51,1,261.35,77.45,400.5,156.68,0.21,1.67,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
SMOKED TURKEY WRAP,FOOD,WRAP,TAKE AWAY,70.0,32666.66,10687.11,21979.55,1,313.99,67.28,400.5,156.68,0.17,2.0,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
MAK BAR PRO VANILLE,FOOD,GRAB&GO FOOD,TAKE AWAY,108.0,30889.12,9043.55,21845.57,21,202.27,70.72,400.5,156.68,0.27,1.29,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
ICED DOUBLE SHOT TOFFEE NUT MEDIUM,BEVERAGES,COLD BAR SECTION,TAKE AWAY,117.0,30072.29,8248.61,21823.68,20,186.53,72.57,400.5,156.68,0.29,1.19,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
SAN BENEDETTO GLASS 250ML/24,BEVERAGES,250 ML,TABLE,227.0,30929.73,9255.16,21674.57,2,95.48,70.08,400.5,156.68,0.57,0.61,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
TARTE AU FRAISE,FOOD,HEALTHY SECTION,TAKE AWAY,70.0,37200.0,15996.63,21203.37,2,302.91,57.0,400.5,156.68,0.17,1.93,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
SALTED CARAMEL CREAM FRAPPE SMALL,BEVERAGES,MEDIUM,TAKE AWAY,119.0,28413.94,7452.34,20961.6,3,176.15,73.77,400.5,156.68,0.3,1.12,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
MAK BAR WHITE ALMOND CRUNCH,FOOD,GRAB&GO FOOD,TAKE AWAY,124.0,29379.98,8519.67,20860.31,21,168.23,71.0,400.5,156.68,0.31,1.07,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
QUINOA SALAD (GRAB&GO),FOOD,CRUNCH,TAKE AWAY,77.0,35657.65,14802.25,20855.4,1,270.85,58.49,400.5,156.68,0.19,1.73,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
MEDIUM CHIPS,FOOD,CREAM,TAKE AWAY,388.0,25077.84,4259.72,20818.12,1,53.65,83.01,400.5,156.68,0.97,0.34,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.01,0.0
CHICKEN CEASER WRAP,FOOD,WRAP,TAKE AWAY,56.0,33600.0,12884.87,20715.13,1,369.91,61.65,400.5,156.68,0.14,2.36,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
CHICKEN STROGANOFF,FOOD,PLAT DE JOUR,TAKE AWAY,109.0,68738.73,48050.75,20687.98,8,189.8,30.1,400.5,156.68,0.27,1.21,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.01
STRAWBERRY DRIZZLE TOPPING,BEVERAGES,MEDIUM,TAKE AWAY,859.0,27070.87,6474.15,20596.72,3,23.98,76.08,400.5,156.68,2.14,0.15,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.0,0.01,0.0
PISTACHIO CRUNCH,FOOD,SMALL,Toters,540.0,60939.67,40803.67,20136.0,1,37.29,33.04,400.5,156.68,1.35,0.24,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.0,0.01,0.01
ARABESCHI COCCO SNAK,FOOD,FROZEN YOGHURT,TAKE AWAY,401.5,38371.18,18329.68,20041.5,17,49.92,52.23,400.5,156.68,1.0,0.32,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.0,0.01,0.0
REPLACE SUGAR FREE ALMOND SMALL,BEVERAGES,MEDIUM,TAKE AWAY,299.3,28911.27,9226.76,19684.51,3,65.77,68.09,400.5,156.68,0.75,0.42,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
VANILLA FRAPP LARGE,BEVERAGES,MEDIUM,TAKE AWAY,89.0,25748.95,6077.08,19671.87,3,221.03,76.4,400.5,156.68,0.22,1.41,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
NO WHIPPED CREAM,BEVERAGES,COLD BAR SECTION,TAKE AWAY,2214.0,0.0,-19617.14,19617.14,24,8.86,,400.5,156.68,5.53,0.06,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.0,0.03,0.0
MANGO,FOOD,MEDIUM,TAKE AWAY,324.0,23578.38,3978.87,19599.51,2,60.49,83.12,400.5,156.68,0.81,0.39,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
POMEGRANATE YOGHURT COMBO X-LARGE,FOOD,MEDIUM,TAKE AWAY,51.0,26879.61,7388.44,19491.17,4,382.18,72.51,400.5,156.68,0.13,2.44,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
SALTED CARAMEL LATTE MEDIUM,BEVERAGES,LARGE,TAKE AWAY,97.0,26660.66,7266.13,19394.53,1,199.94,72.75,400.5,156.68,0.24,1.28,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
ADD CARAMEL SF SMALL,BEVERAGES,MEDIUM,TAKE AWAY,798.0,24621.32,5237.54,19383.78,1,24.29,78.73,400.5,156.68,1.99,0.16,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.0,0.01,0.0
MAK BAR CHOCOLATE CRUNCH,FOOD,GRAB&GO FOOD,TAKE AWAY,116.0,27351.58,7970.05,19381.53,22,167.08,70.86,400.5,156.68,0.29,1.07,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
TOFFEENUT CREAM FRAP SMALL,BEVERAGES,COLD BAR SECTION,TAKE AWAY,98.0,23899.49,4923.75,18975.74,16,193.63,79.4,400.5,156.68,0.24,1.24,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
WHITE MOCHA LARGE,BEVERAGES,LARGE,TAKE AWAY,85.0,25915.92,7152.32,18763.6,1,220.75,72.4,400.5,156.68,0.21,1.41,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
BLUEBERRY YOGHURT X-LARGE,FOOD,FROZEN YOGHURT,TAKE AWAY,57.0,26586.94,7835.22,18751.72,20,328.98,70.53,400.5,156.68,0.14,2.1,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
CHOCOLATE ECLAIR,FOOD,HEALTHY SECTION,TAKE AWAY,62.0,32900.0,14168.45,18731.55,2,302.12,56.93,400.5,156.68,0.15,1.93,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
SALTED CARAMEL FRAPPE MEDIUM,BEVERAGES,SMALL,TABLE,105.0,28632.97,10104.29,18528.68,2,176.46,64.71,400.5,156.68,0.26,1.13,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
STRAWBERRY SHAKE,BEVERAGES,COLD BAR SECTION,TAKE AWAY,102.0,33948.01,15421.82,18526.19,17,181.63,54.57,400.5,156.68,0.25,1.16,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
EXTRA CREAM CHEESE FROSTING MIX,FOOD,CINNAMON ROLLS,TAKE AWAY,825.0,26506.47,8141.1,18365.37,27,22.26,69.29,400.5,156.68,2.06,0.14,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.0,0.01,0.0
CHEESE CROISSANT - HEALTHY,FOOD,HEALTHY SECTION,TAKE AWAY,68.0,27900.0,9575.31,18324.69,2,269.48,65.68,400.5,156.68,0.17,1.72,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
FRUIT CAKE - JAR,FOOD,HEALTHY SECTION,TAKE AWAY,49.0,29400.0,11197.64,18202.36,2,371.48,61.91,400.5,156.68,0.12,2.37,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
CHOCOLATE YOGHURT SMALL,FOOD,MEDIUM,TAKE AWAY,69.5,22006.14,3988.92,18017.22,1,259.24,81.87,400.5,156.68,0.17,1.65,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
SPAGHETTI BOLOGNESE,FOOD,PLAT DE JOUR,TAKE AWAY,47.0,29639.63,11812.66,17826.97,6,379.3,60.15,400.5,156.68,0.12,2.42,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
LEMON CAKE,FOOD,HEALTHY SECTION,TAKE AWAY,94.0,28200.0,10600.38,17599.62,2,187.23,62.41,400.5,156.68,0.23,1.19,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
SIGNATURE ICED CHOCOLATE SMALL,BEVERAGES,MEDIUM,TAKE AWAY,105.0,24559.65,6969.12,17590.53,3,167.53,71.62,400.5,156.68,0.26,1.07,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
ADD PULLED BEEF,FOOD,SUBS,TAKE AWAY,343.0,51650.15,34214.32,17435.83,20,50.83,33.76,400.5,156.68,0.86,0.32,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.01,0.01
VANILLA CREAM FRAPP LARGE,BEVERAGES,SMALL,TABLE,76.0,21969.97,4621.68,17348.29,2,228.27,78.96,400.5,156.68,0.19,1.46,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
PINEAPPLE CUP,FOOD,CREAM,TAKE AWAY,145.0,52927.96,35644.87,17283.09,1,119.19,32.65,400.5,156.68,0.36,0.76,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.01
PISTACHIO YOGHURT COMBO X-LARGE,FOOD,FROZEN YOGHURT,TABLE,149.3,95074.74,77938.73,17136.01,17,114.78,18.02,400.5,156.68,0.37,0.73,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.01
REPLACE SUGAR FREE SOYA MEDIUM,BEVERAGES,SMALL,TABLE,174.0,22511.95,5450.55,17061.4,2,98.05,75.79,400.5,156.68,0.43,0.63,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
THYME CROISSANT - HEALTHY,FOOD,HEALTHY SECTION,TAKE AWAY,63.0,25900.0,8871.24,17028.76,2,270.3,65.75,400.5,156.68,0.16,1.73,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
MOCHA MEDIUM,BEVERAGES,LARGE,TAKE AWAY,88.0,23525.52,6578.56,16946.96,1,192.58,72.04,400.5,156.68,0.22,1.23,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
MARSHMALLOW,FOOD,MEDIUM,TAKE AWAY,272.0,18484.38,1622.93,16861.45,2,61.99,91.22,400.5,156.68,0.68,0.4,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
MEDIUM CHIPS,FOOD,CRUNCH,TAKE AWAY,342.0,20606.6,3754.7,16851.9,1,49.27,81.78,400.5,156.68,0.85,0.31,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.01,0.0
WHITE MOCHA CREAM FRAPP SMALL,BEVERAGES,SMALL,TABLE,100.0,20775.07,4277.22,16497.85,2,164.98,79.41,400.5,156.68,0.25,1.05,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
REPLACE SUGAR FREE ALMOND SMALL,BEVERAGES,SMALL,TABLE,261.0,24540.63,8046.05,16494.58,2,63.2,67.21,400.5,156.68,0.65,0.4,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
REPLACE SUGAR FREE SOYA MEDIUM,BEVERAGES,MEDIUM,TAKE AWAY,171.0,21531.52,5356.56,16174.96,3,94.59,75.12,400.5,156.68,0.43,0.6,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
MANGO,FOOD,SMALL,Toters,247.0,19142.52,3033.27,16109.25,1,65.22,84.15,400.5,156.68,0.62,0.42,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
OREO,FOOD,MEDIUM,TAKE AWAY,267.0,18190.87,2192.5,15998.37,2,59.92,87.95,400.5,156.68,0.67,0.38,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
ICED RASPBERRY TEA MEDIUM,BEVERAGES,COLD BAR SECTION,TAKE AWAY,67.0,17682.17,1832.17,15850.0,9,236.57,89.64,400.5,156.68,0.17,1.51,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
MARSHMALLOW,FOOD,SMALL,Toters,249.0,17301.92,1485.7,15816.22,1,63.52,91.41,400.5,156.68,0.62,0.41,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
CHOCOLATE ROLL+DRINK,FOOD,OFFER,TAKE AWAY,47.0,18520.13,2758.36,15761.77,14,335.36,85.11,400.5,156.68,0.12,2.14,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
LOTUS YOGHURT MEDIUM,FOOD,FROZEN YOGHURT,TAKE AWAY,75.1,25199.11,9571.45,15627.66,16,208.09,62.02,400.5,156.68,0.19,1.33,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
LOTUS YOGHURT COMBO X-LARGE,FOOD,MEDIUM,TAKE AWAY,44.5,24624.38,9148.57,15475.81,2,347.77,62.85,400.5,156.68,0.11,2.22,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
SALTED CARAMEL ECLAIR,FOOD,HEALTHY SECTION,TAKE AWAY,51.0,27100.0,11654.69,15445.31,2,302.85,56.99,400.5,156.68,0.13,1.93,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
WHITE MOCHA CREAM FRAPP LARGE,BEVERAGES,MEDIUM,TAKE AWAY,69.0,19515.91,4101.49,15414.42,3,223.4,78.98,400.5,156.68,0.17,1.43,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
REPLACE ALMOND LARGE,BEVERAGES,SMALL,TABLE,174.0,25058.86,9733.12,15325.74,2,88.08,61.16,400.5,156.68,0.43,0.56,dog,"Low demand and low margin: consider reformulation, repricing, or phase-out.",0.0,0.0,0.0
ICED LEMON TEA MEDIUM,BEVERAGES,COLD BAR SECTION,TAKE AWAY,67.0,17232.44,1938.67,15293.77,11,228.27,88.75,400.5,156.68,0.17,1.46,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
LOTUS YOGHURT MEDIUM,FOOD,SMALL,Toters,65.0,23572.53,8284.19,15288.34,1,235.21,64.86,400.5,156.68,0.16,1.5,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
OREO CREAM YOGHURT SMALL,FOOD,FROZEN YOGHURT,TAKE AWAY,72.1,20581.19,5487.06,15094.13,15,209.35,73.34,400.5,156.68,0.18,1.34,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
OREO CREAM YOGHURT COMBO SMALL,FOOD,SMALL,Toters,52.0,19000.0,3957.4,15042.6,1,289.28,79.17,400.5,156.68,0.13,1.85,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.0,0.0,0.0
