branch,product_desc,category,division,department,qty,true_revenue,total_cost,total_profit,record_count,profit_per_unit,profit_margin_pct,branch_qty_benchmark_median,branch_ppu_benchmark_median,branch_popularity_index,branch_margin_index,branch_quadrant,branch_recommended_action,branch_profit_contribution_pct
Stories Mansourieh,WHITE MOCHA MEDIUM,BEVERAGES,HOT BAR SECTION,TAKE AWAY,580.0,155678.68,38490.1,117188.58,1,202.05,75.28,137.5,155.81,4.22,1.3,star,"Keep quality high, feature prominently, and bundle for upsell.",0.62
Stories Mansourieh,CHOCOLATE CROISSANT,FOOD,CROISSANT,TAKE AWAY,898.0,192027.03,75012.93,117014.1,1,130.31,60.94,137.5,155.81,6.53,0.84,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.62
Stories Mansourieh,CHEESE CROISSANT,FOOD,CROISSANT,TAKE AWAY,898.0,191228.23,75012.93,116215.3,1,129.42,60.77,137.5,155.81,6.53,0.83,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.62
Stories Mansourieh,MOCHA FRAPP MEDIUM,BEVERAGES,COLD BAR SECTION,TAKE AWAY,628.0,162060.06,45847.48,116212.58,1,185.05,71.71,137.5,155.81,4.57,1.19,star,"Keep quality high, feature prominently, and bundle for upsell.",0.62
Stories Mansourieh,ICED MOCHA MEDIUM,BEVERAGES,COLD BAR SECTION,TAKE AWAY,545.0,144969.97,28784.8,116185.17,1,213.18,80.14,137.5,155.81,3.96,1.37,star,"Keep quality high, feature prominently, and bundle for upsell.",0.62
Stories Mansourieh,ICED LATTE LARGE,BEVERAGES,COLD BAR SECTION,TAKE AWAY,517.0,139246.24,24429.32,114816.92,1,222.08,82.46,137.5,155.81,3.76,1.43,star,"Keep quality high, feature prominently, and bundle for upsell.",0.61
Stories Mansourieh,MOCHA MEDIUM,BEVERAGES,HOT BAR SECTION,TAKE AWAY,593.0,157384.39,44330.55,113053.84,1,190.65,71.83,137.5,155.81,4.31,1.22,star,"Keep quality high, feature prominently, and bundle for upsell.",0.6
Stories Mansourieh,ICED WHITE MOCHA LARGE,BEVERAGES,COLD BAR SECTION,TAKE AWAY,437.0,130168.16,22643.84,107524.32,1,246.05,82.6,137.5,155.81,3.18,1.58,star,"Keep quality high, feature prominently, and bundle for upsell.",0.57
Stories Mansourieh,BROWN PESTO HALLOUMI SUB,FOOD,SANDWICHES,TAKE AWAY,548.0,176426.43,72664.24,103762.19,1,189.35,58.81,137.5,155.81,3.99,1.22,star,"Keep quality high, feature prominently, and bundle for upsell.",0.55
Stories Mansourieh,ICED MATCHA LATTE SMALL,BEVERAGES,COLD BAR SECTION,TAKE AWAY,704.0,132186.18,32191.89,99994.29,1,142.04,75.65,137.5,155.81,5.12,0.91,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.53
Stories Mansourieh,CARAMEL CREAM FRAPP MEDIUM,BEVERAGES,COLD BAR SECTION,TAKE AWAY,433.0,115078.08,18396.93,96681.15,1,223.28,84.01,137.5,155.81,3.15,1.43,star,"Keep quality high, feature prominently, and bundle for upsell.",0.51
Stories Mansourieh,POMEGRANATE YOGHURT COMBO MEDIUM,FOOD,FROZEN YOGHURT,TAKE AWAY,311.5,124163.66,27880.03,96283.63,1,309.1,77.55,137.5,155.81,2.27,1.98,star,"Keep quality high, feature prominently, and bundle for upsell.",0.51
Stories Mansourieh,ICED SPANISH LATTE SMALL,BEVERAGES,COLD BAR SECTION,TAKE AWAY,543.0,114876.88,19128.48,95748.4,1,176.33,83.35,137.5,155.81,3.95,1.13,star,"Keep quality high, feature prominently, and bundle for upsell.",0.51
Stories Mansourieh,SIGNATURE HOT CHOCOLATE MEDIUM,BEVERAGES,HOT BAR SECTION,TAKE AWAY,515.0,137906.91,43710.43,94196.48,1,182.91,68.3,137.5,155.81,3.75,1.17,star,"Keep quality high, feature prominently, and bundle for upsell.",0.5
Stories Mansourieh,CHOCOLATE CREAM FRAPP MEDIUM,BEVERAGES,COLD BAR SECTION,TAKE AWAY,464.0,123591.6,31938.35,91653.25,1,197.53,74.16,137.5,155.81,3.37,1.27,star,"Keep quality high, feature prominently, and bundle for upsell.",0.49
Stories Mansourieh,SPANISH LATTE MEDIUM,BEVERAGES,HOT BAR SECTION,TAKE AWAY,389.0,116372.37,27841.21,88531.16,1,227.59,76.08,137.5,155.81,2.83,1.46,star,"Keep quality high, feature prominently, and bundle for upsell.",0.47
Stories Mansourieh,ICED SALTED CARAMEL LATTE MEDIUM,BEVERAGES,COLD BAR SECTION,TAKE AWAY,415.0,112318.32,25658.97,86659.35,1,208.82,77.16,137.5,155.81,3.02,1.34,star,"Keep quality high, feature prominently, and bundle for upsell.",0.46
Stories Mansourieh,CARAMEL FRAPP SMALL,BEVERAGES,COLD BAR SECTION,TAKE AWAY,514.0,114192.2,28975.89,85216.31,1,165.79,74.63,137.5,155.81,3.74,1.06,star,"Keep quality high, feature prominently, and bundle for upsell.",0.45
Stories Mansourieh,BROWN CHICKEN CAESAR SANDWICH,FOOD,SANDWICHES,TAKE AWAY,317.0,143648.65,58791.73,84856.92,1,267.69,59.07,137.5,155.81,2.31,1.72,star,"Keep quality high, feature prominently, and bundle for upsell.",0.45
Stories Mansourieh,BROWN TUNA SUB,FOOD,SANDWICHES,TAKE AWAY,348.0,126990.99,42788.32,84202.67,1,241.96,66.31,137.5,155.81,2.53,1.55,star,"Keep quality high, feature prominently, and bundle for upsell.",0.45
Stories Mansourieh,WHITE MOCHA SMALL,BEVERAGES,HOT BAR SECTION,TAKE AWAY,699.0,115999.99,33549.87,82450.12,1,117.95,71.08,137.5,155.81,5.08,0.76,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.44
Stories Mansourieh,STRAWBERRY CREAM FRAPP MEDIUM,BEVERAGES,COLD BAR SECTION,TAKE AWAY,403.0,107759.76,28783.64,78976.12,1,195.97,73.29,137.5,155.81,2.93,1.26,star,"Keep quality high, feature prominently, and bundle for upsell.",0.42
Stories Mansourieh,NY STYLE COOKIE - CHOCOLATE CHIP WALNUT,FOOD,COOKIES,TAKE AWAY,372.0,112222.22,33294.0,78928.22,1,212.17,70.33,137.5,155.81,2.71,1.36,star,"Keep quality high, feature prominently, and bundle for upsell.",0.42
Stories Mansourieh,FLAT WHITE,BEVERAGES,HOT BAR SECTION,TAKE AWAY,522.0,98189.19,19307.98,78881.21,1,151.11,80.34,137.5,155.81,3.8,0.97,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.42
Stories Mansourieh,LATTE LARGE,BEVERAGES,HOT BAR SECTION,TAKE AWAY,379.0,102831.84,25276.43,77555.41,1,204.63,75.42,137.5,155.81,2.76,1.31,star,"Keep quality high, feature prominently, and bundle for upsell.",0.41
Stories Mansourieh,FONDANT AU CHOCOLAT,FOOD,FRENCH PASTRY,TAKE AWAY,500.0,181081.08,104416.67,76664.41,1,153.33,42.34,137.5,155.81,3.64,0.98,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.41
Stories Mansourieh,CHICKEN CAESAR SANDWICH,FOOD,SANDWICHES,TAKE AWAY,298.0,126504.5,49862.61,76641.89,1,257.19,60.58,137.5,155.81,2.17,1.65,star,"Keep quality high, feature prominently, and bundle for upsell.",0.41
Stories Mansourieh,BLUE NADE,BEVERAGES,COLD BAR SECTION,TAKE AWAY,381.0,101009.01,25644.48,75364.53,1,197.81,74.61,137.5,155.81,2.77,1.27,star,"Keep quality high, feature prominently, and bundle for upsell.",0.4
Stories Mansourieh,ORANGE JUICE,BEVERAGES,GRAB&GO BEVERAGES,TAKE AWAY,725.5,122024.02,47495.1,74528.92,1,102.73,61.08,137.5,155.81,5.28,0.66,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.4
Stories Mansourieh,ICED WHITE MOCHA SMALL,BEVERAGES,COLD BAR SECTION,TAKE AWAY,526.0,88636.64,14166.3,74470.34,1,141.58,84.02,137.5,155.81,3.83,0.91,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.39
Stories Mansourieh,SIGNATURE HOT CHOCOLATE SMALL,BEVERAGES,HOT BAR SECTION,TAKE AWAY,443.0,99243.24,29979.06,69264.18,1,156.35,69.79,137.5,155.81,3.22,1.0,star,"Keep quality high, feature prominently, and bundle for upsell.",0.37
Stories Mansourieh,DOUBLE SHOT SHAKEN MEDIUM,BEVERAGES,COLD BAR SECTION,TAKE AWAY,381.0,88324.33,19529.13,68795.2,1,180.56,77.89,137.5,155.81,2.77,1.16,star,"Keep quality high, feature prominently, and bundle for upsell.",0.36
Stories Mansourieh,ICED CARAMEL MACCHIATO SMALL,BEVERAGES,COLD BAR SECTION,TAKE AWAY,334.0,77909.91,10750.08,67159.83,1,201.08,86.2,137.5,155.81,2.43,1.29,star,"Keep quality high, feature prominently, and bundle for upsell.",0.36
Stories Mansourieh,CARAMEL MACHIATO MEDIUM,BEVERAGES,HOT BAR SECTION,TAKE AWAY,314.0,84978.98,19747.1,65231.88,1,207.74,76.76,137.5,155.81,2.28,1.33,star,"Keep quality high, feature prominently, and bundle for upsell.",0.35
Stories Mansourieh,DOUBLE CHOCOLATE MUFFIN,FOOD,COFFEE PASTRY,TAKE AWAY,425.0,85138.14,19957.6,65180.54,1,153.37,76.56,137.5,155.81,3.09,0.98,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.35
Stories Mansourieh,BROWN CHICKEN TERIAKI SUB,FOOD,SANDWICHES,TAKE AWAY,337.0,122018.01,57371.03,64646.98,1,191.83,52.98,137.5,155.81,2.45,1.23,star,"Keep quality high, feature prominently, and bundle for upsell.",0.34
Stories Mansourieh,ORANGE CAKE,FOOD,COFFEE PASTRY,TAKE AWAY,303.0,82000.0,18463.18,63536.82,1,209.69,77.48,137.5,155.81,2.2,1.35,star,"Keep quality high, feature prominently, and bundle for upsell.",0.34
Stories Mansourieh,ADD SHOT,BEVERAGES,COLD BAR SECTION,TAKE AWAY,2129.0,81225.22,18864.0,62361.22,1,29.29,76.78,137.5,155.81,15.48,0.19,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.33
Stories Mansourieh,ICED AMERICANO SMALL,BEVERAGES,COLD BAR SECTION,TAKE AWAY,335.0,68447.45,7399.89,61047.56,1,182.23,89.19,137.5,155.81,2.44,1.17,star,"Keep quality high, feature prominently, and bundle for upsell.",0.32
Stories Mansourieh,COLD BREW BOTTLE,BEVERAGES,COLD BAR SECTION,TAKE AWAY,937.0,100795.8,39957.27,60838.53,1,64.93,60.36,137.5,155.81,6.81,0.42,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.32
Stories Mansourieh,LOTUS ROLL,FOOD,CINNAMON ROLLS,TAKE AWAY,202.0,73081.08,12332.3,60748.78,1,300.74,83.13,137.5,155.81,1.47,1.93,star,"Keep quality high, feature prominently, and bundle for upsell.",0.32
Stories Mansourieh,BROWNIES CAKE,FOOD,COFFEE PASTRY,TAKE AWAY,695.0,105600.61,45615.17,59985.44,1,86.31,56.8,137.5,155.81,5.05,0.55,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.32
Stories Mansourieh,CHOCOLATE CRUNCH,FOOD,FROZEN YOGHURT,TAKE AWAY,1040.0,108684.68,49417.02,59267.66,1,56.99,54.53,137.5,155.81,7.56,0.37,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.31
Stories Mansourieh,BLACK COFFEE LARGE,BEVERAGES,HOT BAR SECTION,TAKE AWAY,382.0,88540.54,29783.13,58757.41,1,153.82,66.36,137.5,155.81,2.78,0.99,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.31
Stories Mansourieh,CHOCOLATE QUELLA,FOOD,FROZEN YOGHURT,TAKE AWAY,829.0,84798.8,27383.71,57415.09,1,69.26,67.71,137.5,155.81,6.03,0.44,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.3
Stories Mansourieh,CARAMEL FRAPP LARGE,BEVERAGES,COLD BAR SECTION,TAKE AWAY,242.0,74264.26,17336.39,56927.87,1,235.24,76.66,137.5,155.81,1.76,1.51,star,"Keep quality high, feature prominently, and bundle for upsell.",0.3
Stories Mansourieh,CHICKEN TERIAKI SUB,FOOD,SANDWICHES,TAKE AWAY,314.0,104252.25,47759.96,56492.29,1,179.91,54.19,137.5,155.81,2.28,1.15,star,"Keep quality high, feature prominently, and bundle for upsell.",0.3
Stories Mansourieh,THYME CROISSANT,FOOD,CROISSANT,TAKE AWAY,539.0,97765.76,41808.43,55957.33,1,103.82,57.24,137.5,155.81,3.92,0.67,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.3
Stories Mansourieh,SPANISH LATTE SMALL,BEVERAGES,HOT BAR SECTION,TAKE AWAY,440.0,78063.06,22264.64,55798.42,1,126.81,71.48,137.5,155.81,3.2,0.81,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.3
Stories Mansourieh,MANGO YOGHURT COMBO X-LARGE,FOOD,FROZEN YOGHURT,TAKE AWAY,142.5,74815.32,19726.14,55089.18,1,386.59,73.63,137.5,155.81,1.04,2.48,star,"Keep quality high, feature prominently, and bundle for upsell.",0.29
Stories Mansourieh,SAN BENEDETTO CLEMENTINE 330ML/24,BEVERAGES,GRAB&GO BEVERAGES,TAKE AWAY,435.0,73297.3,18719.79,54577.51,1,125.47,74.46,137.5,155.81,3.16,0.81,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.29
Stories Mansourieh,REPLACE ALMOND MEDIUM,BEVERAGES,COLD BAR SECTION,TAKE AWAY,702.5,85081.08,30563.63,54517.45,1,77.6,64.08,137.5,155.81,5.11,0.5,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.29
Stories Mansourieh,RED VELVET CAKE,FOOD,COFFEE PASTRY,TAKE AWAY,348.0,105285.29,51910.0,53375.29,1,153.38,50.7,137.5,155.81,2.53,0.98,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.28
Stories Mansourieh,TUNA SUB,FOOD,SANDWICHES,TAKE AWAY,229.0,77033.04,24002.93,53030.11,1,231.57,68.84,137.5,155.81,1.67,1.49,star,"Keep quality high, feature prominently, and bundle for upsell.",0.28
Stories Mansourieh,RIM SPARKLING WATER-250 ML,BEVERAGES,GRAB&GO BEVERAGES,TAKE AWAY,1032.0,74441.44,21727.85,52713.59,1,51.08,70.81,137.5,155.81,7.51,0.33,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.28
Stories Mansourieh,CHOCOLATE CREAM FRAP SMALL,BEVERAGES,COLD BAR SECTION,TAKE AWAY,293.0,64285.28,15138.04,49147.24,1,167.74,76.45,137.5,155.81,2.13,1.08,star,"Keep quality high, feature prominently, and bundle for upsell.",0.26
Stories Mansourieh,CHOCOLATE SALTED CAKE,FOOD,FRENCH PASTRY,TAKE AWAY,260.0,86282.28,37232.0,49050.28,1,188.65,56.85,137.5,155.81,1.89,1.21,star,"Keep quality high, feature prominently, and bundle for upsell.",0.26
Stories Mansourieh,MOCHA SMALL,BEVERAGES,HOT BAR SECTION,TAKE AWAY,292.0,64360.36,15649.17,48711.19,1,166.82,75.69,137.5,155.81,2.12,1.07,star,"Keep quality high, feature prominently, and bundle for upsell.",0.26
Stories Mansourieh,BLUEBERRY MUFFIN,FOOD,COFFEE PASTRY,TAKE AWAY,302.0,60696.69,13345.24,47351.45,1,156.79,78.01,137.5,155.81,2.2,1.01,star,"Keep quality high, feature prominently, and bundle for upsell.",0.25
Stories Mansourieh,BROWN LABNEH SUB,FOOD,SANDWICHES,TAKE AWAY,262.0,71918.92,25009.18,46909.74,1,179.04,65.23,137.5,155.81,1.91,1.15,star,"Keep quality high, feature prominently, and bundle for upsell.",0.25
Stories Mansourieh,PESTO HALLOUMI SUB,FOOD,SANDWICHES,TAKE AWAY,284.0,79135.14,32506.73,46628.41,1,164.18,58.92,137.5,155.81,2.07,1.05,star,"Keep quality high, feature prominently, and bundle for upsell.",0.25
Stories Mansourieh,ORIGINAL YOGHURT SMALL,FOOD,FROZEN YOGHURT,TAKE AWAY,189.7,60510.51,14532.56,45977.95,1,242.37,75.98,137.5,155.81,1.38,1.56,star,"Keep quality high, feature prominently, and bundle for upsell.",0.24
Stories Mansourieh,ICED MOCHA SMALL,BEVERAGES,COLD BAR SECTION,TAKE AWAY,233.0,53129.13,7579.08,45550.05,1,195.49,85.73,137.5,155.81,1.69,1.25,star,"Keep quality high, feature prominently, and bundle for upsell.",0.24
Stories Mansourieh,ORIGINAL YOGHURT COMBO X-LARGE,FOOD,FROZEN YOGHURT,TAKE AWAY,119.0,63481.98,19408.09,44073.89,1,370.37,69.43,137.5,155.81,0.87,2.38,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.23
Stories Mansourieh,CARAMEL MACHIATO SMALL,BEVERAGES,HOT BAR SECTION,TAKE AWAY,234.0,53801.8,10234.31,43567.49,1,186.19,80.98,137.5,155.81,1.7,1.19,star,"Keep quality high, feature prominently, and bundle for upsell.",0.23
Stories Mansourieh,CARAMEL CREAM FRAPP SMALL,BEVERAGES,COLD BAR SECTION,TAKE AWAY,239.0,49462.46,7769.09,41693.37,1,174.45,84.29,137.5,155.81,1.74,1.12,star,"Keep quality high, feature prominently, and bundle for upsell.",0.22
Stories Mansourieh,BLUEBERRY YOGHURT COMBO X-LARGE,FOOD,FROZEN YOGHURT,TAKE AWAY,109.5,56590.09,15051.86,41538.23,1,379.34,73.4,137.5,155.81,0.8,2.43,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.22
Stories Mansourieh,SAN BENEDETTO LEMON 330ML/24,BEVERAGES,GRAB&GO BEVERAGES,TAKE AWAY,330.0,55549.55,14201.22,41348.33,1,125.3,74.44,137.5,155.81,2.4,0.8,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.22
Stories Mansourieh,MATCHA CREAM FRAPP MEDIUM,BEVERAGES,COLD BAR SECTION,TAKE AWAY,229.0,56651.65,15697.81,40953.84,1,178.84,72.29,137.5,155.81,1.67,1.15,star,"Keep quality high, feature prominently, and bundle for upsell.",0.22
Stories Mansourieh,CARROT CAKE,FOOD,COFFEE PASTRY,TAKE AWAY,229.0,62756.76,22681.69,40075.07,1,175.0,63.86,137.5,155.81,1.67,1.12,star,"Keep quality high, feature prominently, and bundle for upsell.",0.21
Stories Mansourieh,ORGANIC GREEN TEA MEDIUM,BEVERAGES,HOT BAR SECTION,TAKE AWAY,303.0,50450.45,11222.58,39227.87,1,129.46,77.76,137.5,155.81,2.2,0.83,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.21
Stories Mansourieh,STRAWBERRY CREAM FRAPP SMALL,BEVERAGES,COLD BAR SECTION,TAKE AWAY,395.0,60228.23,21152.21,39076.02,1,98.93,64.88,137.5,155.81,2.87,0.63,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.21
Stories Mansourieh,ADD VANILLA SF MEDIUM,BEVERAGES,COLD BAR SECTION,TAKE AWAY,1870.0,57075.08,18410.15,38664.93,1,20.68,67.74,137.5,155.81,13.6,0.13,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.2
Stories Mansourieh,ICED PEACH TEA MEDIUM,BEVERAGES,COLD BAR SECTION,TAKE AWAY,196.0,47087.09,9322.74,37764.35,1,192.68,80.2,137.5,155.81,1.43,1.24,star,"Keep quality high, feature prominently, and bundle for upsell.",0.2
Stories Mansourieh,WHITE MOCHA LARGE,BEVERAGES,HOT BAR SECTION,TAKE AWAY,164.0,49255.26,13799.77,35455.49,1,216.19,71.98,137.5,155.81,1.19,1.39,star,"Keep quality high, feature prominently, and bundle for upsell.",0.19
Stories Mansourieh,TUNA PASTA SALAD (GRAB&GO),FOOD,CRUNCH,TAKE AWAY,130.0,60120.12,24736.1,35384.02,1,272.18,58.86,137.5,155.81,0.95,1.75,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.19
Stories Mansourieh,COFFEE FRAPPE MEDIUM,BEVERAGES,COLD BAR SECTION,TAKE AWAY,225.0,47633.63,13087.66,34545.97,1,153.54,72.52,137.5,155.81,1.64,0.99,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.18
Stories Mansourieh,REPLACE COCONUT MEDIUM,BEVERAGES,COLD BAR SECTION,TAKE AWAY,665.0,64204.2,29871.83,34332.37,1,51.63,53.47,137.5,155.81,4.84,0.33,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.18
Stories Mansourieh,MOCHA FRAPP SMALL,BEVERAGES,COLD BAR SECTION,TAKE AWAY,234.0,47549.55,13501.84,34047.71,1,145.5,71.6,137.5,155.81,1.7,0.93,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.18
Stories Mansourieh,AMERICANO LARGE,BEVERAGES,HOT BAR SECTION,TAKE AWAY,175.0,43339.34,9831.62,33507.72,1,191.47,77.31,137.5,155.81,1.27,1.23,star,"Keep quality high, feature prominently, and bundle for upsell.",0.18
Stories Mansourieh,TIRAMISU CUP,FOOD,CRUNCH,TAKE AWAY,158.0,59309.31,25925.17,33384.14,1,211.29,56.29,137.5,155.81,1.15,1.36,star,"Keep quality high, feature prominently, and bundle for upsell.",0.18
Stories Mansourieh,CHOCOLATE SABLE,FOOD,COFFEE PASTRY,TAKE AWAY,271.0,65393.39,32339.33,33054.06,1,121.97,50.55,137.5,155.81,1.97,0.78,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.18
Stories Mansourieh,ICED CARAMEL MACCHIATO LARGE,BEVERAGES,COLD BAR SECTION,TAKE AWAY,133.0,40792.79,7759.39,33033.4,1,248.37,80.98,137.5,155.81,0.97,1.59,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.18
Stories Mansourieh,ECLAIR CHOCOLAT,FOOD,FRENCH PASTRY,TAKE AWAY,233.0,63243.24,30585.13,32658.11,1,140.16,51.64,137.5,155.81,1.69,0.9,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.17
Stories Mansourieh,VANILLA CREAM FRAPP MEDIUM,BEVERAGES,COLD BAR SECTION,TAKE AWAY,173.0,42603.61,10122.34,32481.27,1,187.75,76.24,137.5,155.81,1.26,1.21,star,"Keep quality high, feature prominently, and bundle for upsell.",0.17
Stories Mansourieh,GOLDEN CHAMOMILE HERBAL TEA MEDIUM,BEVERAGES,HOT BAR SECTION,TAKE AWAY,246.0,41219.22,9111.4,32107.82,1,130.52,77.9,137.5,155.81,1.79,0.84,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.17
Stories Mansourieh,SALTED CARAMEL FRAPPE MEDIUM,BEVERAGES,COLD BAR SECTION,TAKE AWAY,177.0,48891.9,17032.95,31858.95,1,179.99,65.16,137.5,155.81,1.29,1.16,star,"Keep quality high, feature prominently, and bundle for upsell.",0.17
Stories Mansourieh,WHITE MOCHA FRAPP MEDIUM,BEVERAGES,COLD BAR SECTION,TAKE AWAY,175.0,43099.1,11306.99,31792.11,1,181.67,73.77,137.5,155.81,1.27,1.17,star,"Keep quality high, feature prominently, and bundle for upsell.",0.17
Stories Mansourieh,BLUEBERRY CHEESE CAKE,FOOD,COFFEE PASTRY,TAKE AWAY,208.0,81513.51,51256.05,30257.46,1,145.47,37.12,137.5,155.81,1.51,0.93,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.16
Stories Mansourieh,ICED AMERICANO LARGE,BEVERAGES,COLD BAR SECTION,TAKE AWAY,137.0,36933.94,6735.48,30198.46,1,220.43,81.76,137.5,155.81,1.0,1.41,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.16
Stories Mansourieh,LOTUS CHEESE CAKE,FOOD,COFFEE PASTRY,TAKE AWAY,193.0,75657.66,46536.97,29120.69,1,150.88,38.49,137.5,155.81,1.4,0.97,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.15
Stories Mansourieh,ECLAIR ORIGINAL,FOOD,FRENCH PASTRY,TAKE AWAY,204.0,55270.27,26778.4,28491.87,1,139.67,51.55,137.5,155.81,1.48,0.9,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.15
Stories Mansourieh,APRICOT SABLE,FOOD,COFFEE PASTRY,TAKE AWAY,187.0,44997.0,16736.5,28260.5,1,151.13,62.81,137.5,155.81,1.36,0.97,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.15
Stories Mansourieh,PISTACHIO CRUNCH,FOOD,FROZEN YOGHURT,TAKE AWAY,979.0,102132.13,73975.53,28156.6,1,28.76,27.57,137.5,155.81,7.12,0.18,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.15
Stories Mansourieh,ESPRESSO FRAPP MEDIUM,BEVERAGES,COLD BAR SECTION,TAKE AWAY,177.0,37984.98,9939.19,28045.79,1,158.45,73.83,137.5,155.81,1.29,1.02,star,"Keep quality high, feature prominently, and bundle for upsell.",0.15
Stories Mansourieh,ICED CLASSIC CHOC MEDIUM,BEVERAGES,COLD BAR SECTION,TAKE AWAY,126.0,33459.46,5735.4,27724.06,1,220.03,82.86,137.5,155.81,0.92,1.41,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.15
Stories Mansourieh,LEMON JUICE,BEVERAGES,GRAB&GO BEVERAGES,TAKE AWAY,291.0,49009.01,21582.21,27426.8,1,94.25,55.96,137.5,155.81,2.12,0.6,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.15
Stories Mansourieh,NY STYLE COOKIE - DOUBLE CHOCOLATE,FOOD,COOKIES,TAKE AWAY,127.0,38678.68,11366.5,27312.18,1,215.06,70.61,137.5,155.81,0.92,1.38,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.14
Stories Mansourieh,SALTED CARAMEL LATTE MEDIUM,BEVERAGES,HOT BAR SECTION,TAKE AWAY,136.0,37480.48,10187.57,27292.91,1,200.68,72.82,137.5,155.81,0.99,1.29,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.14
Stories Mansourieh,CAPPUCCINO LARGE,BEVERAGES,HOT BAR SECTION,TAKE AWAY,133.0,36039.04,8870.09,27168.95,1,204.28,75.39,137.5,155.81,0.97,1.31,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.14
Stories Mansourieh,ADD VANILLA MEDIUM,BEVERAGES,COLD BAR SECTION,TAKE AWAY,1208.0,36597.6,9438.7,27158.9,1,22.48,74.21,137.5,155.81,8.79,0.14,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.14
Stories Mansourieh,SINGLE LONGO,BEVERAGES,HOT BAR SECTION,TAKE AWAY,171.0,30090.09,3201.22,26888.87,1,157.24,89.36,137.5,155.81,1.24,1.01,star,"Keep quality high, feature prominently, and bundle for upsell.",0.14
Stories Mansourieh,MATCHA LATTE MEDIUM,BEVERAGES,HOT BAR SECTION,TAKE AWAY,173.0,39987.99,13741.26,26246.73,1,151.72,65.64,137.5,155.81,1.26,0.97,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.14
Stories Mansourieh,CHOCOLATE YOGHURT COMBO X-LARGE,FOOD,FROZEN YOGHURT,TAKE AWAY,62.5,32978.98,7631.52,25347.46,1,405.56,76.86,137.5,155.81,0.45,2.6,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.13
Stories Mansourieh,ECLAIR CARAMEL,FOOD,FRENCH PASTRY,TAKE AWAY,177.0,47945.95,23234.2,24711.75,1,139.61,51.54,137.5,155.81,1.29,0.9,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.13
Stories Mansourieh,ADD CARAMEL MEDIUM,BEVERAGES,COLD BAR SECTION,TAKE AWAY,1089.0,33030.03,8508.89,24521.14,1,22.52,74.24,137.5,155.81,7.92,0.14,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.13
Stories Mansourieh,ENGLISH BREAKFAST TEA MEDIUM,BEVERAGES,HOT BAR SECTION,TAKE AWAY,213.0,32396.4,7889.14,24507.26,1,115.06,75.65,137.5,155.81,1.55,0.74,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.13
