source_file,row_type,branch,division,group,description,qty,total_amount
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED WHITE MOCHA SMALL,744.0,163930.87
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED WHITE MOCHA MEDIUM,2048.0,546057.06
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED AMERICANO LARGE,138.0,36548.29
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED LATTE LARGE,707.0,188302.1
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED MOCHA LARGE,88.0,26137.81
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED WHITE MOCHA LARGE,412.0,122301.59
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,MIXED COLD BEVERAGES,DOUBLE SHOT SHAKEN MEDIUM,1024.0,240337.24
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,MIXED COLD BEVERAGES,DOUBLE SHOT SHAKEN LARGE,142.0,37917.48
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED MATCHA LATTE SMALL,864.0,170843.48
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED MATCHA LATTE MEDIUM,2250.0,521749.64
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED MATCHA LATTE LARGE,585.0,157049.73
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,MIXED COLD BEVERAGES,DOUBLE SHOT SHAKEN SMALL,1291.0,103446.91
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED CARAMEL MACCHIATO SMALL,903.0,208852.52
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED CARAMEL MACCHIATO MEDIUM,2085.0,556356.52
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED CARAMEL MACCHIATO LARGE,347.0,104332.55
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED TOFFEE NUT LATTE SMALL,23.0,5394.29
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED TOFFEE NUT LATTE MEDIUM,92.0,24653.69
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED CLASSIC CHOC MEDIUM,352.0,93831.83
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED CLASSIC CHOC SMALL,219.0,48875.95
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,MIXED COLD BEVERAGES,BLUE NADE,1396.0,370844.69
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED DOUBLE SHOT TOFFEE NUT SMALL,2.0,450.21
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED DOUBLE SHOT TOFFEE NUT MEDIUM,4.0,1040.24
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,MIXED COLD BEVERAGES,SIGNATURE ICED CHOCOLATE SMALL,94.0,20792.79
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,MIXED COLD BEVERAGES,SIGNATURE ICED CHOCOLATE MEDIUM,116.0,30681.68
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED DOUBLE SHOT TOFFEE NUT LARGE,1.0,300.0
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED TOFFEE NUT LATTE LARGE,5.0,1663.66
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED CLASSIC CHOC LARGE,59.0,17528.83
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,MIXED COLD BEVERAGES,SIGNATURE ICED CHOCOLATE LARGE,34.0,10006.01
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED SPANISH LATTE SMALL,909.0,216617.06
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED SPANISH LATTE MEDIUM,2513.0,734416.11
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED SALTED CARAMEL LATTE SMALL,112.0,19645.01
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED SALTED CARAMEL LATTE MEDIUM,262.0,69757.12
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED SALTED CARAMEL LATTE LARGE,49.0,15036.04
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,MIXED COLD BEVERAGES,COLD BREW BOTTLE,528.0,74561.56
rep_s_00191_SMRY-3.csv,group_total,Stories Saida,COLD BAR SECTION,MIXED COLD BEVERAGES,Total by Group: MIXED COLD BEVERAGES,27569.0,6528420.67
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,BLENDED BRINKS,COFFEE FRAPPE SMALL,192.0,36464.14
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,BLENDED BRINKS,COFFEE FRAPPE MEDIUM,368.0,82950.0
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,BLENDED BRINKS,CARAMEL FRAPP SMALL,1853.0,401332.73
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,BLENDED BRINKS,CARAMEL FRAPP MEDIUM,4618.0,1232263.31
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,BLENDED BRINKS,CARAMEL FRAPP LARGE,764.0,236710.13
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,BLENDED BRINKS,COFFEE FRAPP LARGE,66.0,17053.93
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,BLENDED BRINKS,MOCHA FRAPP SMALL,515.0,114551.11
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,BLENDED BRINKS,MOCHA FRAPP MEDIUM,1443.0,379871.23
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,BLENDED BRINKS,MOCHA FRAPP LARGE,272.0,77066.7
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,BLENDED BRINKS,ESPRESSO FRAPP SMALL,233.0,43014.95
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,BLENDED BRINKS,ESPRESSO FRAPP MEDIUM,338.0,75593.69
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,BLENDED BRINKS,ESPRESSO FRAPP LARGE,101.0,25212.25
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,BLENDED BRINKS,VANILLA CREAM FRAPP SMALL,731.0,161387.84
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,BLENDED BRINKS,VANILLA CREAM FRAPP MEDIUM,1309.0,340169.37
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,BLENDED BRINKS,VANILLA CREAM FRAPP LARGE,242.0,67429.67
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,BLENDED BRINKS,WHITE MOCHA FRAPP SMALL,225.0,48064.14
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,BLENDED BRINKS,WHITE MOCHA FRAPP MEDIUM,520.0,133853.93
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,BLENDED BRINKS,WHITE MOCHA FRAPP LARGE,117.0,33214.5
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,BLENDED BRINKS,WHITE MOCHA CREAM FRAPP SMALL,56.0,12090.45
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,BLENDED BRINKS,WHITE MOCHA CREAM FRAPP MEDIUM,165.0,42746.67
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,BLENDED BRINKS,CHOCOLATE CREAM FRAPP MEDIUM,1484.0,396043.85
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,BLENDED BRINKS,CHOCOLATE CREAM FRAPP LARGE,268.0,74306.91
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,BLENDED BRINKS,WHITE MOCHA CREAM FRAPP LARGE,31.0,8617.12
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,BLENDED BRINKS,CHOCOLATE CREAM FRAP SMALL,960.0,210937.36
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,BLENDED BRINKS,CARAMEL CREAM  FRAPP MEDIUM,1712.0,456449.97
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,BLENDED BRINKS,CARAMEL CREAM  FRAPP LARGE,236.0,72879.72
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,BLENDED BRINKS,CARAMEL CREAM FRAPP SMALL,861.0,183246.34
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,BLENDED BRINKS,MATCHA CREAM  FRAPP SMALL,194.0,44380.0
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,BLENDED BRINKS,MATCHA CREAM FRAPP MEDIUM,349.0,92175.26
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,BLENDED BRINKS,MATCHA CREAM FRAPP LARGE,110.0,31498.95
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,BLENDED BRINKS,STRAWBERRY CREAM FRAPP SMALL,1059.0,212027.9
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,BLENDED BRINKS,STRAWBERRY CREAM FRAPP MEDIUM,1479.0,394969.61
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,BLENDED BRINKS,STRAWBERRY CREAM FRAPP LARGE,345.0,96578.47
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,BLENDED BRINKS,VANILLA FRAP SMALL,251.0,55810.6
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,BLENDED BRINKS,VANILLA FRAPP MEDIUM,498.0,128115.08
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,BLENDED BRINKS,VANILLA FRAPP LARGE,51.0,14111.11
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,BLENDED BRINKS,HAZELNUT FRAPP SMALL,61.0,14125.29
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,BLENDED BRINKS,HAZELNUT FRAPP MEDIUM,161.0,40841.32
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,BLENDED BRINKS,HAZELNUT FRAPP LARGE,17.0,4624.32
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,BLENDED BRINKS,TOFFEENUT FRAP SMALL,17.0,3860.48
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,BLENDED BRINKS,TOFFEENUT FRAP MEDIUM,56.0,16172.97
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,BLENDED BRINKS,TOFFEENUT CREAM  FRAP SMALL,5.0,1240.72
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,BLENDED BRINKS,TOFFEENUT CREAM  FRAP MEDIUM,9.0,2623.21
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,BLENDED BRINKS,TOFFEENUT CREAM  FRAP LARGE,4.0,1333.33
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,BLENDED BRINKS,TOFFEENUT FRAP LARGE,2.0,666.67
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,BLENDED BRINKS,SALTED CARAMEL FRAPPE SMALL,70.0,16592.97
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,BLENDED BRINKS,SALTED CARAMEL CREAM FRAPPE SMALL,22.0,5229.79
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,BLENDED BRINKS,SALTED CARAMEL CREAM FRAPPE MEDIUM,54.0,15294.2
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,BLENDED BRINKS,SALTED CARAMEL CREAM FRAPPE LARGE,5.0,1663.96
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,BLENDED BRINKS,SALTED CARAMEL FRAPPE MEDIUM,256.0,71178.0
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,BLENDED BRINKS,SALTED CARAMEL FRAPPE LARGE,51.0,15471.47
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,BLENDED BRINKS,STRAWBERRY SHAKE,20.0,6606.61
rep_s_00191_SMRY-3.csv,group_total,Stories Saida,COLD BAR SECTION,BLENDED BRINKS,Total by Group: BLENDED BRINKS,24826.0,6250714.31
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,ICE TEA,ICED PEACH TEA  SMALL,848.0,85347.45
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,ICE TEA,ICED PEACH TEA  MEDIUM,720.0,179839.52
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,ICE TEA,ICED LEMON TEA  SMALL,8.0,1307.51
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,ICE TEA,ICED LEMON TEA  MEDIUM,9.0,2267.87
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,ICE TEA,ICED RASPBERRY TEA  SMALL,18.0,2566.67
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,ICE TEA,ICED RASPBERRY TEA  MEDIUM,30.0,8000.0
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,ICE TEA,ICED LEMON TEA LARGE,7.0,2010.81
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,ICE TEA,ICED PEACH TEA LARGE,244.0,66892.43
rep_s_00191_SMRY-3.csv,group_total,Stories Saida,COLD BAR SECTION,ICE TEA,Total by Group: ICE TEA,1884.0,348232.25
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,ADD SYRUP,ADD CARAMEL SMALL,1475.0,45535.38
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,ADD SYRUP,ADD VANILLA SMALL,1051.0,31800.54
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,ADD SYRUP,ADD HAZELNUT SMALL,627.0,19345.44
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,ADD SYRUP,ADD CARAMEL MEDIUM,3619.0,116778.77
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,ADD SYRUP,ADD VANILLA MEDIUM,2516.0,80750.96
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,ADD SYRUP,ADD HAZELNUT MEDIUM,1396.0,45392.22
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,ADD SYRUP,ADD SHOT,5469.0,196804.71
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,ADD SYRUP,ADD WHIPPED CREAM,379.0,12343.63
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,ADD SYRUP,ADD MOCHA SMALL,244.0,4870.75
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,ADD SYRUP,ADD WHITE MOCHA SMALL,2126.0,32329.19
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,ADD SYRUP,ADD CARAMEL DRIZZLE,690.0,22701.29
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,ADD SYRUP,ADD CHOCOLATE DRIZZLE,202.0,6622.13
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,ADD SYRUP,ADD CARAMEL LARGE,443.0,13994.81
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,ADD SYRUP,ADD VANILLA LARGE,737.0,23130.18
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,ADD SYRUP,ADD HAZELNUT LARGE,153.0,4863.42
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,ADD SYRUP,ADD CARAMEL SF MEDIUM,1158.0,37183.7
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,ADD SYRUP,ADD CARAMEL SF LARGE,236.0,7448.68
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,ADD SYRUP,ADD VANILLA SF SMALL,1159.0,33265.92
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,ADD SYRUP,ADD VANILLA SF MEDIUM,1907.0,60945.05
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,ADD SYRUP,ADD VANILLA SF LARGE,354.0,11135.17
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,ADD SYRUP,ADD CARAMEL SF SMALL,740.0,23520.15
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,ADD SYRUP,ADD YIRGACHEFFE SHOT,105.0,3757.36
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,ADD SYRUP,REPLACE 1 SHOT YIRGACHEFFE,3723.0,246697.06
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,ADD SYRUP,REPLACE 2 SHOT YIRGACHEFFE,2865.0,187032.13
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,ADD SYRUP,REPLACE 3 SHOT YIRGACHEFFE,1119.0,72831.47
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,ADD SYRUP,NO WHIPPED CREAM,451.0,0.0
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,ADD SYRUP,ADD WHITE MOCHA MEDIUM,2052.0,66602.34
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,ADD SYRUP,ADD WHITE MOCHA LARGE,362.0,11487.87
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,ADD SYRUP,1 SHOT DECAFE,1083.0,0.0
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,ADD SYRUP,2 SHOT DECAFE,1650.0,0.0
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,ADD SYRUP,3 SHOT DECAFE,296.0,0.0
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,ADD SYRUP,ADD MOCHA LARGE,16.0,503.3
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,ADD SYRUP,ADD MOCHA MEDIUM,249.0,8172.1
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,ADD SYRUP,STRAWBERRY DRIZZLE TOPPING,241.0,7712.4
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,ADD SYRUP,ADD TOFFEE NUT SMALL,9.0,220.12
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,ADD SYRUP,ADD TOFFEE NUT MEDIUM,8.0,263.06
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,ADD SYRUP,ADD BANANA SAUCE SMALL,12.0,403.33
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,ADD SYRUP,ADD BANANA SAUCE MEDIUM,22.0,733.33
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,ADD SYRUP,ADD RASPBERRY SAUCE SMALL,36.0,1200.0
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,ADD SYRUP,ADD RASPBERRY SAUCE MEDIUM,42.0,1400.0
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,ADD SYRUP,ADD RASPBERRY SAUCE LARGE,6.0,400.0
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,ADD SYRUP,ADD MATCHA SMALL,1.0,45.05
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,ADD SYRUP,ADD MATCHA MEDIUM,12.0,648.65
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,ADD SYRUP,ADD MATCHA LARGE,1.0,60.06
rep_s_00191_SMRY-3.csv,group_total,Stories Saida,COLD BAR SECTION,ADD SYRUP,Total by Group: ADD SYRUP,41042.0,1440931.73
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,REPLACE,REPLACE ALMOND SMALL,443.0,41340.85
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,REPLACE,REPLACE ALMOND MEDIUM,753.0,87849.79
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,REPLACE,REPLACE COCONUT SMALL,398.0,36000.67
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,REPLACE,REPLACE COCONUT MEDIUM,749.0,70920.94
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,REPLACE,REPLACE SKIMMED MILK SMALL,2556.0,0.0
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,REPLACE,REPLACE SKIMMED MILK MEDIUM,3391.0,0.0
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,REPLACE,REPLACE LACTOSE FREE SMALL,1721.0,0.0
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,REPLACE,REPLACE LACTOSE FREE MEDIUM,2422.0,0.0
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,REPLACE,REPLACE SUGAR FREE OAT MEDIUM,220.0,28152.19
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,REPLACE,REPLACE SUGAR FREE OAT SMALL,92.0,8895.05
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,REPLACE,REPLACE SUGAR FREE SOYA SMALL,30.0,2908.11
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,REPLACE,REPLACE SUGAR FREE SOYA MEDIUM,47.0,6019.22
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,REPLACE,REPLACE SUGAR FREE ALMOND SMALL,55.0,5218.02
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,REPLACE,REPLACE SUGAR FREE ALMOND MEDIUM,75.0,9594.35
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,REPLACE,REPLACE ALMOND LARGE,75.0,11091.38
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,REPLACE,REPLACE COCONUT LARGE,261.0,28433.17
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,REPLACE,REPLACE LACTOSE FREE LARGE,339.0,0.0
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,REPLACE,REPLACE SKIMMED MILK LARGE,561.0,0.0
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,REPLACE,REPLACE SUGAR FREE ALMOND LARGE,12.0,1834.83
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,REPLACE,REPLACE SUGAR FREE OAT LARGE,49.0,7581.38
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,REPLACE,REPLACE SUGAR FREE SOYA LARGE,12.0,1879.88
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,REPLACE,ADD FULL FAT MILK,12.0,0.0
rep_s_00191_SMRY-3.csv,item,Stories Saida,COLD BAR SECTION,REPLACE,ADD SKIMMED MILK,5.0,0.0
rep_s_00191_SMRY-3.csv,group_total,Stories Saida,COLD BAR SECTION,REPLACE,Total by Group: REPLACE,14278.0,347719.84
rep_s_00191_SMRY-3.csv,division_total,Stories Saida,COLD BAR SECTION,REPLACE,Total by Division: COLD BAR SECTION,109599.0,14916018.8
rep_s_00191_SMRY-3.csv,item,Stories Saida,GRAB&GO BEVERAGES,SOFT DRINKS,WATER,33289.0,1237371.23
rep_s_00191_SMRY-3.csv,item,Stories Saida,GRAB&GO BEVERAGES,SOFT DRINKS,ORANGE JUICE,796.0,133967.42
rep_s_00191_SMRY-3.csv,item,Stories Saida,GRAB&GO BEVERAGES,SOFT DRINKS,LEMON JUICE,246.0,41274.77
rep_s_00191_SMRY-3.csv,item,Stories Saida,GRAB&GO BEVERAGES,SOFT DRINKS,MAWARDI JUICE,248.0,41578.08
rep_s_00191_SMRY-3.csv,item,Stories Saida,GRAB&GO BEVERAGES,SOFT DRINKS,APPLE JUICE,219.0,36693.69
rep_s_00191_SMRY-3.csv,item,Stories Saida,GRAB&GO BEVERAGES,SOFT DRINKS,POMEGRANATE JUICE,282.0,47300.45
rep_s_00191_SMRY-3.csv,item,Stories Saida,GRAB&GO BEVERAGES,SOFT DRINKS,SAN BENEDETTO CLEMENTINE 330ML/24,251.0,42081.53
rep_s_00191_SMRY-3.csv,item,Stories Saida,GRAB&GO BEVERAGES,SOFT DRINKS,SAN BENEDETTO GLASS 250ML/24,269.0,36523.12
rep_s_00191_SMRY-3.csv,item,Stories Saida,GRAB&GO BEVERAGES,SOFT DRINKS,SAN BENEDETTO LEMON 330ML/24,319.0,53417.87
rep_s_00191_SMRY-3.csv,item,Stories Saida,GRAB&GO BEVERAGES,SOFT DRINKS,RIM SPARKLING WATER-250 ML,949.0,59606.2
rep_s_00191_SMRY-3.csv,group_total,Stories Saida,GRAB&GO BEVERAGES,SOFT DRINKS,Total by Group: SOFT DRINKS,36868.0,1729814.37
rep_s_00191_SMRY-3.csv,division_total,Stories Saida,GRAB&GO BEVERAGES,SOFT DRINKS,Total by Division: GRAB&GO BEVERAGES,36868.0,1729814.37
rep_s_00191_SMRY-3.csv,item,Stories Saida,COFFEE PASTRY,COFFEE PASTRY,DOUBLE CHOCOLATE MUFFIN,849.0,169692.01
rep_s_00191_SMRY-3.csv,item,Stories Saida,COFFEE PASTRY,COFFEE PASTRY,ORANGE CAKE,354.0,102931.62
rep_s_00191_SMRY-3.csv,item,Stories Saida,COFFEE PASTRY,COFFEE PASTRY,RED VELVET CAKE,601.0,180698.47
rep_s_00191_SMRY-3.csv,item,Stories Saida,COFFEE PASTRY,COFFEE PASTRY,BROWNIES CAKE,835.0,131717.87
rep_s_00191_SMRY-3.csv,item,Stories Saida,COFFEE PASTRY,COFFEE PASTRY,LAZY CAKE,1866.0,582140.42
